86,264
89,261
93,260
96,259
99,258
103,257
110,254
109,249
105,251
101,251
100,248
99,247
96,246
95,244
98,240
99,237
102,234
105,233
107,229
117,229
120,225
123,226
127,224
129,223
130,221
131,218
132,216
134,215
136,212
141,212
146,208
148,207
148,204
149,202
149,199
148,198
149,196
149,195
147,193
145,194
141,192
141,188
140,186
139,182
136,179
137,177
135,176
129,179
125,180
122,181
119,180
115,181
112,182
112,184
112,187
110,187
108,190
107,191
105,192
103,193
102,192
106,190
108,187
110,186
110,182
111,180
112,176
112,174
114,173
115,172
115,176
118,176
120,175
121,174
123,174
121,173
118,172
116,172
115,170
116,168
117,167
116,165
113,164
111,163
109,163
107,162
106,161
106,159
112,159
113,156
115,154
114,152
114,150
115,149
113,145
110,145
108,149
105,151
100,154
96,154
93,155
89,155
85,156
78,158
76,163
71,168
67,174
65,179
63,183
62,186
61,188
62,190
60,194
64,199
67,199
68,203
66,208
67,209
70,209
74,212
76,214
78,214
78,219
77,229
75,232
72,232
69,234
68,233
66,234
65,235
62,236
60,238
57,237
57,238
55,239
58,241
60,241
61,244
64,242
71,242
74,246
72,247
69,250
73,250
76,250
76,252
74,255
79,261
80,264
81,265
86,264
