192,160
194,163
197,164
199,163
201,164
203,163
205,164
207,164
209,165
211,165
211,167
211,169
210,171
211,173
212,173
214,174
215,179
216,180
217,179
218,178
218,172
220,171
222,169
223,168
223,166
223,165
221,165
219,163
219,163
218,163
217,164
215,163
212,162
211,160
210,158
211,158
212,158
212,156
210,153
207,151
206,150
205,149
206,148
210,147
212,149
213,149
213,147
216,145
218,142
221,140
224,139
225,139
225,136
227,135
228,134
228,135
230,135
231,134
231,132
233,131
235,130
236,130
237,131
237,130
239,132
241,132
243,132
245,129
249,129
252,125
253,125
254,123
255,121
255,118
257,117
258,115
258,113
256,110
255,109
252,107
252,105
251,103
252,101
255,101
256,98
254,96
254,94
251,91
249,91
246,94
242,96
240,97
239,98
239,100
237,103
234,105
233,105
232,104
230,104
228,105
226,106
225,107
225,110
226,112
224,113
223,113
221,115
221,117
218,119
217,118
214,119
211,123
208,124
207,125
206,130
205,131
203,131
202,133
201,136
197,137
191,136
189,138
188,139
186,137
180,137
179,136
180,135
177,130
176,132
168,133
167,137
164,140
164,146
167,146
168,149
167,149
166,150
164,151
166,152
168,154
170,157
171,158
173,158
174,160
179,160
180,161
182,161
183,158
184,160
185,160
192,160
