86,264
89,261
93,260
96,259
99,258
103,257
110,254
109,249
105,251
101,251
100,248
99,247
96,246
95,244
98,240
99,237
102,234
105,233
107,229
117,229
120,225
123,226
127,224
129,223
130,221
131,218
132,216
134,215
136,212
141,212
146,208
148,207
148,204
149,202
149,199
148,198
149,196
149,195
147,193
145,194
141,192
141,188
140,186
139,182
136,179
137,177
135,176
129,179
125,180
122,181
119,180
115,181
112,182
112,184
112,187
110,187
108,190
107,191
105,192
103,193
102,192
106,190
108,187
110,186
110,182
111,180
112,176
112,174
114,173
115,172
115,176
118,176
120,175
121,174
123,174
121,173
118,172
116,172
115,170
116,168
117,167
116,165
113,164
111,163
109,163
107,162
106,161
106,159
112,159
113,156
115,154
114,152
114,150
115,149
113,145
110,145
108,149
105,151
100,154
96,154
93,155
89,155
85,156
78,158
76,163
71,168
67,174
65,179
63,183
62,186
61,188
62,190
60,194
64,199
67,199
68,203
66,208
67,209
70,209
74,212
76,214
78,214
78,219
77,229
75,232
72,232
69,234
68,233
66,234
65,235
62,236
60,238
57,237
57,238
55,239
58,241
60,241
61,244
64,242
71,242
74,246
72,247
69,250
73,250
76,250
76,252
74,255
79,261
80,264
81,265
86,264
199,230
199,173
198,171
198,168
196,166
196,163
193,163
191,160
184,161
183,159
181,161
179,161
175,160
172,159
171,157
166,153
162,155
159,155
157,157
158,159
160,161
162,161
163,164
167,165
167,169
165,170
161,169
159,175
158,179
157,182
159,185
159,187
156,190
154,189
152,189
151,187
147,193
149,196
147,198
149,200
149,203
148,207
145,208
142,210
141,212
136,213
134,215
133,217
131,218
130,221
129,223
126,225
123,226
121,225
117,229
106,229
105,233
101,236
99,237
99,240
95,245
99,246
101,251
104,252
107,249
109,248
109,253
137,242
156,254
165,252
170,249
176,243
183,247
183,243
186,241
194,237
194,233
195,230
199,230
199,173
198,171
198,169
196,166
196,164
198,163
200,164
202,163
204,164
207,164
210,165
211,170
209,171
211,173
213,174
214,180
216,180
218,183
221,184
223,188
224,196
223,198
222,201
223,203
226,203
226,208
225,211
225,214
225,217
226,220
228,221
230,222
236,223
234,226
233,228
229,229
228,227
225,227
224,225
220,225
218,223
215,226
212,228
211,230
209,230
207,228
205,229
201,229
192,160
194,163
197,164
199,163
201,164
203,163
205,164
207,164
209,165
211,165
211,167
211,169
210,171
211,173
212,173
214,174
215,179
216,180
217,179
218,178
218,172
220,171
222,169
223,168
223,166
223,165
221,165
219,163
219,163
218,163
217,164
215,163
212,162
211,160
210,158
211,158
212,158
212,156
210,153
207,151
206,150
205,149
206,148
210,147
212,149
213,149
213,147
216,145
218,142
221,140
224,139
225,139
225,136
227,135
228,134
228,135
230,135
231,134
231,132
233,131
235,130
236,130
237,131
237,130
239,132
241,132
243,132
245,129
249,129
252,125
253,125
254,123
255,121
255,118
257,117
258,115
258,113
256,110
255,109
252,107
252,105
251,103
252,101
255,101
256,98
254,96
254,94
251,91
249,91
246,94
242,96
240,97
239,98
239,100
237,103
234,105
233,105
232,104
230,104
228,105
226,106
225,107
225,110
226,112
224,113
223,113
221,115
221,117
218,119
217,118
214,119
211,123
208,124
207,125
206,130
205,131
203,131
202,133
201,136
197,137
191,136
189,138
188,139
186,137
180,137
179,136
180,135
177,130
176,132
168,133
167,137
164,140
164,146
167,146
168,149
167,149
166,150
164,151
166,152
168,154
170,157
171,158
173,158
174,160
179,160
180,161
182,161
183,158
184,160
185,160
192,160
244,165
268,165
265,162
265,159
267,153
263,149
261,146
260,144
259,139
255,136
252,132
252,126
249,128
246,129
242,132
238,130
234,130
232,131
231,134
226,135
225,139
220,141
216,144
214,146
213,149
210,148
206,147
207,150
210,153
213,156
212,158
210,158
212,162
216,163
218,163
220,164
223,164
223,167
223,169
220,172
218,173
218,177
225,176
231,170
237,169
242,165
238,243
246,233
250,218
257,201
269,187
281,174
286,167
288,167
292,167
292,164
306,146
309,146
313,139
320,137
325,136
329,131
327,129
327,126
319,126
318,129
306,135
304,132
307,126
300,124
300,91
297,91
296,95
293,99
290,99
289,104
286,107
283,109
280,112
277,111
275,112
269,117
267,115
262,114
260,116
257,117
255,123
253,127
251,133
256,136
260,139
260,142
265,151
268,153
266,159
267,162
268,164
244,166
237,168
232,171
223,177
220,177
217,179
220,183
223,186
225,192
224,196
223,199
223,203
226,203
227,208
225,210
226,215
226,219
229,221
236,222
234,227
234,230
237,229
239,232
240,236
144,195
142,192
141,189
140,188
140,183
137,180
137,179
135,177
132,178
128,180
124,181
120,181
118,180
113,182
112,183
111,179
112,175
113,174
116,173
117,169
117,167
116,166
116,165
113,164
111,163
109,163
108,162
107,161
112,159
113,157
115,155
116,154
115,153
115,151
114,149
115,149
115,147
114,145
114,143
114,142
115,139
119,135
120,132
122,131
125,135
125,137
129,141
131,141
129,143
128,144
130,146
131,147
134,145
137,148
140,148
139,150
142,151
144,152
141,152
142,154
139,154
137,156
136,157
138,158
136,161
130,161
127,163
128,165
132,165
128,166
125,164
122,164
120,166
118,167
117,171
117,173
114,175
112,176
112,179
115,179
118,178
122,179
124,179
126,178
128,177
132,174
135,173
137,170
142,166
144,166
144,165
149,165
152,164
152,161
154,161
153,158
153,157
160,148
161,146
158,141
160,137
161,134
165,130
168,127
171,127
171,129
175,128
181,126
190,124
198,121
200,117
202,116
207,115
217,111
222,107
224,106
225,103
229,103
232,100
236,95
241,90
243,82
244,79
245,75
247,72
243,71
240,69
241,61
240,60
237,60
236,58
234,53
236,51
243,45
245,44
246,42
248,39
251,40
255,41
269,35
272,35
271,47
267,50
261,51
259,55
258,59
254,61
255,63
259,62
263,64
267,63
268,59
273,58
274,56
278,56
281,53
282,48
284,44
286,40
282,35
283,33
287,29
291,26
294,25
297,21
299,17
301,15
302,10
301,17
300,24
296,26
294,27
290,29
291,32
294,33
300,38
306,41
307,48
308,55
301,64
304,69
303,72
309,74
314,76
315,78
317,78
317,82
313,85
310,86
309,89
302,92
300,90
296,91
295,98
289,98
288,105
285,108
281,108
280,112
276,110
274,113
267,116
266,114
263,113
262,113
259,115
258,113
255,109
253,105
252,102
254,101
256,99
255,95
254,92
250,90
244,92
241,96
239,97
238,101
234,104
231,102
227,103
225,105
224,107
224,111
224,113
222,113
220,117
220,118
217,117
212,118
211,122
208,123
206,126
205,131
203,129
200,135
197,135
191,135
187,137
180,136
180,133
177,130
175,131
167,131
167,137
164,138
164,146
167,147
165,150
164,152
161,154
157,155
156,157
158,160
161,163
163,164
165,166
167,166
166,170
161,170
158,176
157,180
158,184
159,187
155,191
153,189
152,189
151,187
145,194
144,195

