199,230
199,173
198,171
198,168
196,166
196,163
193,163
191,160
184,161
183,159
181,161
179,161
175,160
172,159
171,157
166,153
162,155
159,155
157,157
158,159
160,161
162,161
163,164
167,165
167,169
165,170
161,169
159,175
158,179
157,182
159,185
159,187
156,190
154,189
152,189
151,187
147,193
149,196
147,198
149,200
149,203
148,207
145,208
142,210
141,212
136,213
134,215
133,217
131,218
130,221
129,223
126,225
123,226
121,225
117,229
106,229
105,233
101,236
99,237
99,240
95,245
99,246
101,251
104,252
107,249
109,248
109,253
137,242
156,254
165,252
170,249
176,243
183,247
183,243
186,241
194,237
194,233
195,230
244,165
268,165
265,162
265,159
267,153
263,149
261,146
260,144
259,139
255,136
252,132
252,126
249,128
246,129
242,132
238,130
234,130
232,131
231,134
226,135
225,139
220,141
216,144
214,146
213,149
210,148
206,147
207,150
210,153
213,156
212,158
210,158
212,162
216,163
218,163
220,164
223,164
223,167
223,169
220,172
218,173
218,177
225,176
231,170
237,169
242,165
86,265
80,265
79,261
75,255
76,253
76,251
70,250
72,247
74,246
72,243
60,244
60,241
55,240
58,239
54,235
61,235
65,236
68,232
71,233
75,232
77,228
78,220
80,217
78,215
70,210
68,210
65,207
68,204
66,202
66,199
63,199
60,195
63,192
61,187
62,185
62,183
65,180
66,175
71,167
75,164
77,160
78,158
83,158
87,156
91,155
94,155
99,154
103,151
106,150
109,146
112,145
115,148
114,152
115,154
113,156
109,158
106,159
106,161
109,163
114,164
116,166
115,169
115,172
113,173
111,174
111,178
111,181
111,183
110,187
108,187
106,190
112,186
113,181
117,180
120,179
121,181
125,181
128,180
135,176
136,178
136,180
139,182
139,185
140,187
141,190
144,194
147,193
149,196
147,197
148,199
149,203
148,206
141,212
136,211
136,215
132,215
131,217
130,221
129,224
124,224
120,224
118,229
107,229
104,234
101,234
99,238
99,241
95,244
99,247
101,250
104,252
109,250
109,253
105,257
99,257
92,258
87,261
199,230
199,173
198,171
198,169
196,166
196,164
198,163
200,164
202,163
204,164
207,164
210,165
211,170
209,171
211,173
213,174
214,180
216,180
218,183
221,184
223,188
224,196
223,198
222,201
223,203
226,203
226,208
225,211
225,214
225,217
226,220
228,221
230,222
236,223
234,226
233,228
229,229
228,227
225,227
224,225
220,225
218,223
215,226
212,228
211,230
209,230
207,228
205,229
201,229
238,243
246,233
250,218
257,201
269,187
281,174
286,167
288,167
292,167
292,164
306,146
309,146
313,139
320,137
325,136
329,131
327,129
327,126
319,126
318,129
306,135
304,132
307,126
300,124
300,91
297,91
296,95
293,99
290,99
289,104
286,107
283,109
280,112
277,111
275,112
269,117
267,115
262,114
260,116
257,117
255,123
253,127
251,133
256,136
260,139
260,142
265,151
268,153
266,159
267,162
268,164
244,166
237,168
232,171
223,177
220,177
217,179
220,183
223,186
225,192
224,196
223,199
223,203
226,203
227,208
225,210
226,215
226,219
229,221
236,222
234,227
234,230
237,229
239,232
240,236
218,177
218,172
220,171
223,169
223,166
222,164
220,163
218,163
216,163
212,161
210,158
212,158
212,155
210,151
206,150
205,148
210,147
212,149
213,147
215,144
217,142
221,141
223,139
225,138
225,136
228,135
232,134
232,131
235,130
237,130
239,131
242,132
245,129
248,129
251,126
253,125
254,123
255,119
256,117
257,115
258,113
256,111
255,108
253,107
252,105
251,103
252,101
255,101
255,98
254,96
254,94
252,91
249,91
246,93
242,97
238,98
239,100
237,103
232,104
230,103
228,105
226,106
224,106
224,111
222,113
220,117
218,118
216,117
214,118
213,120
212,122
210,123
208,123
207,126
206,131
204,131
202,132
201,136
197,136
191,136
189,137
187,138
186,136
180,137
179,135
180,133
177,131
176,133
167,132
167,137
165,140
164,146
167,145
168,148
166,149
164,150
166,152
169,156
172,158
174,160
179,159
180,161
183,159
191,159
